area,year,pop,15_64,in_mig,out_mig,inc,emp,jun_high,sen_high,jun_col,sen_col,lf_tot,lf_m,lf_f,unemp,prim_emp,sec_emp,ter_emp
47308,2010,"13,870","8,581",527,627,"7,202,670",***,"3,961","4,697","1,232",945,"6,983","4,125","2,858",679,703,"1,140","4,416"
47311,2010,"10,144","6,567",682,608,"7,157,053",***,"1,931","3,717","1,025",707,"5,212","3,090","2,122",578,643,553,"3,180"
47313,2010,"5,331","3,196",273,236,"3,863,482",***,"1,093","1,753",641,420,"2,634","1,524","1,110",221,418,333,"1,638"
47314,2010,"11,066","6,632",495,449,"7,966,273",***,"2,713","3,573","1,185",716,"4,932","2,910","2,022",578,570,725,"3,011"
47315,2010,"4,737","2,809",208,219,"2,730,756",***,"1,961","1,426",321,222,"2,596","1,557","1,039",386,833,250,"1,125"
47324,2010,"38,200","24,609","1,580","1,331","30,646,500",***,"5,581","10,362","3,625","2,708","17,488","10,108","7,380","1,865",500,"2,680","11,052"
47325,2010,"13,827","8,515",634,589,"13,643,428",***,"2,343","3,917","1,250",950,"5,670","3,319","2,351",601,77,856,"3,723"
47326,2010,"27,264","17,717","1,741","1,639","27,732,054",***,"3,411","7,717","2,683","2,484","11,961","6,742","5,219","1,245",75,"1,515","8,106"
47327,2010,"15,951","9,943",861,946,"14,973,304",***,"2,295","5,353","1,703","1,568","7,100","4,170","2,930",856,124,978,"4,706"
47328,2010,"17,680","11,757","1,328",950,"14,248,557",***,"2,927","5,518","1,823","1,791","8,556","5,043","3,513","1,043",404,"1,444","5,350"
47329,2010,"34,766","23,590","1,986","2,081","29,177,555",***,"3,593","8,592","3,647","3,878","16,163","9,249","6,914","1,492",281,"2,310","10,685"
47348,2010,"16,318","10,546","1,557",948,"12,664,642",***,"2,206","5,314","1,811","1,727","7,746","4,368","3,378",991,118,"1,055","5,262"
47350,2010,"35,244","23,054","1,847","1,891","30,317,277",***,"4,599","10,253","4,346","4,067","16,550","9,353","7,197","1,472",580,"2,439","11,264"
47353,2010,760,486,81,72,"691,598",***,164,260,97,91,474,293,181,23,26,40,385
47354,2010,865,513,84,110,"667,060",***,146,347,90,113,513,307,206,36,12,23,441
47355,2010,863,454,47,73,"507,856",***,358,234,43,56,360,265,95,32,34,65,225
47356,2010,452,266,31,36,"335,930",***,177,146,30,48,251,185,66,22,55,37,137
47357,2010,"1,442",904,94,102,"1,477,974",***,467,552,85,83,913,651,262,45,229,271,368
47358,2010,665,449,74,60,"798,891",***,193,253,49,53,478,343,135,4,69,194,211
47359,2010,"1,385",773,46,77,"779,734",***,341,451,103,73,647,428,219,57,129,110,347
47360,2010,"1,589",871,68,118,"1,055,213",***,488,619,113,68,808,543,265,119,179,146,363
47361,2010,"8,519","4,959",431,539,"5,914,947",***,"2,064","3,199",689,657,"4,421","2,867","1,554",396,"1,114",623,"2,270"
47362,2010,"26,681","17,247","1,382","1,178","18,777,955",***,"4,853","8,852","2,832","2,314","13,015","7,650","5,365","1,527","1,210","1,927","8,122"
47375,2010,"1,231",641,54,69,"674,518",***,453,327,98,60,669,439,230,24,291,79,270
47381,2010,"3,859","2,461",421,487,"3,028,760",***,748,"1,117",538,458,"2,316","1,372",944,48,407,150,"1,574"
47382,2010,"1,657","1,028",143,171,"1,189,127",***,431,570,167,139,"1,022",552,470,42,153,207,619
1100,2000,"1,822,368","1,286,323","138,594","134,303","2,585,636,691",***,"233,108","639,798","221,033","203,249","902,363","530,993","371,370","51,303","3,789","157,778","671,443"
1202,2000,"305,311","203,855",-,-,"373,619,641",***,"72,670","129,155","20,630","20,295","148,945","84,519","64,426","9,915","6,049","29,369","102,317"
1203,2000,"150,687","98,035","5,048","6,213","177,518,926",***,"34,704","64,005","12,896","10,318","73,168","41,185","31,983","4,615","1,042","15,176","51,924"
1204,2000,"359,536","244,817","14,822","16,138","446,316,268",***,"81,833","145,654","25,249","24,837","181,879","105,533","76,346","9,841","5,211","40,521","124,188"
1205,2000,"103,278","68,873","4,793","5,889","123,988,982",***,"29,482","39,770","7,208","6,420","48,497","29,476","19,021","2,913",338,"13,594","31,594"
1206,2000,"201,566","139,010",-,-,"254,427,655",***,"53,007","83,765","11,679","11,708","101,171","60,220","40,951","6,372","2,341","23,247","69,154"
1207,2000,"173,030","119,343","9,410","10,109","243,896,953",***,"32,697","65,271","14,927","12,072","90,063","52,402","37,661","3,087","3,948","19,364","62,020"
1208,2000,"132,125","89,207",-,-,"163,313,297",***,"32,018","45,750","10,290","8,334","68,359","39,018","29,341","2,246","5,099","15,985","44,175"
1209,2000,"14,791","8,502",453,703,"14,126,831",***,"6,888","4,749",658,626,"6,797","3,903","2,894",395,844,"1,536","4,022"
1210,2000,"96,302","63,236",-,-,"108,291,075",***,"23,119","38,034","8,357","6,537","47,265","27,661","19,604","2,381","4,830","9,699","30,249"
1211,2000,"43,395","29,859","2,373","2,861","62,249,718",***,"11,428","16,359","3,142","2,737","22,569","13,280","9,289",735,"2,392","4,937","14,446"
1212,2000,"28,325","19,022","1,607","2,031","39,707,916",***,"8,396","11,238","1,684","1,660","15,066","9,078","5,988",551,503,"4,153","9,848"
1213,2000,"172,086","120,237","7,338","7,859","223,022,638",***,"38,442","69,452","12,244","9,706","87,335","52,848","34,487","4,809",912,"23,519","57,289"
1214,2000,"43,774","29,945","2,050","2,476","65,316,495",***,"14,198","15,671","3,016","2,363","24,310","14,838","9,472",753,"2,033","6,108","15,363"
1215,2000,"31,183","19,644","1,301","1,552","31,776,107",***,"10,591","10,381","2,441","1,465","14,585","8,437","6,148",592,"2,070","3,826","8,035"
1216,2000,"21,026","12,604",732,"1,024","18,884,817",***,"9,046","6,685","1,011",846,"9,709","5,427","4,282",565,"1,092","2,819","5,233"
1217,2000,"123,877","85,788","6,808","6,276","153,437,993",***,"18,171","42,294","12,860","11,509","56,315","34,057","22,258","2,720","1,681","12,182","38,814"
1218,2000,"15,753","9,472",528,699,"15,022,540",***,"7,380","4,905",679,522,"6,980","3,991","2,989",505,324,"2,269","3,879"
1219,2000,"28,476","18,830","1,499","1,779","36,729,004",***,"9,172","9,776","1,780","1,724","14,981","8,559","6,422",452,"1,296","4,561","8,661"
1220,2000,"24,991","15,503",-,-,"27,212,725",***,"9,327","8,748","1,354","1,060","13,123","7,482","5,641",327,"2,576","3,110","7,097"
1221,2000,"33,328","21,624",-,-,"41,269,108",***,"10,279","12,867","2,072","1,525","17,596","10,500","7,096",486,"2,353","3,117","11,629"
1222,2000,"13,561","7,695",393,598,"12,014,102",***,"6,054","4,605",669,394,"5,517","3,217","2,300",384,406,"1,717","3,010"
1223,2000,"33,150","22,093","1,144","1,459","43,903,492",***,"11,397","12,059","1,623","1,455","18,486","10,594","7,892",638,"3,709","4,567","9,559"
1224,2000,"88,897","63,433","6,741","6,654","128,752,562",***,"16,256","37,987","7,584","5,715","47,208","30,849","16,359","2,043","1,438","9,789","33,849"
1225,2000,"46,861","30,867","2,655","3,077","56,663,193",***,"12,738","18,338","3,436","2,650","23,483","13,813","9,670","1,127","1,340","4,980","15,977"
1226,2000,"21,072","13,404",874,"1,197","24,274,476",***,"6,671","7,930","1,548","1,030","10,092","5,843","4,249",556,598,"2,763","6,171"
1227,2000,"5,941","3,438",230,307,"5,084,626",***,"2,815","1,816",277,180,"2,368","1,353","1,015",185,26,697,"1,456"
1228,2000,"27,579","17,179","1,220","1,355","30,037,968",***,"9,063","10,239","1,974","1,375","14,010","7,784","6,226",353,"2,824","2,606","8,218"
1229,2000,"26,112","16,480","1,212","1,318","28,465,396",***,"8,526","9,207","1,743","1,324","14,143","7,936","6,207",423,"3,283","2,300","8,135"
1230,2000,"54,761","36,369","2,817","3,167","63,312,813",***,"15,500","21,709","3,940","2,609","25,674","15,328","10,346","1,507",237,"6,407","17,451"
1231,2000,"65,239","45,305","3,911","3,937","86,357,004",***,"12,458","26,087","5,844","4,340","32,242","20,217","12,025","1,316","1,387","7,934","21,369"
1233,2000,"37,139","23,636",-,-,"41,778,535",***,"10,937","13,939","2,862","2,198","17,934","10,056","7,878",935,"1,937","3,641","11,364"
1234,2000,"57,731","40,128","3,605","3,062","77,602,039",***,"8,857","20,559","6,509","5,825","27,355","16,656","10,699","1,304",704,"5,545","19,418"
1235,2000,"59,734","40,934",-,-,"73,592,257",***,"12,665","21,939","5,418","4,243","30,173","18,181","11,992","1,466","1,591","7,816","18,596"
1236,2000,"46,804","31,063",-,-,"48,987,399",***,"12,281","19,546","2,479","1,942","23,389","13,643","9,746","1,404","2,257","5,909","13,802"
1303,2000,"20,778","13,732","1,032","1,103","23,720,724",***,"5,095","6,918","1,581","1,173","10,085","6,042","4,043",409,"1,863","1,857","5,901"
1304,2000,"3,940","2,519",177,205,"3,495,443",***,"1,383","1,204",270,152,"2,149","1,178",971,32,"1,048",189,871
1331,2000,"11,108","6,680",446,645,"12,253,343",***,"5,976","2,615",325,310,"5,547","3,261","2,286",272,825,"1,996","2,453"
1332,2000,"6,795","4,205",227,300,"7,320,460",***,"3,339","1,851",207,170,"3,362","2,061","1,301",257,451,"1,481","1,168"
1333,2000,"5,832","3,596",233,265,"6,071,230",***,"2,302","1,898",261,165,"2,935","1,750","1,185",126,664,967,"1,176"
1334,2000,"6,665","3,958",257,311,"6,756,888",***,"2,735","2,265",304,220,"3,131","1,837","1,294",141,332,941,"1,717"
1337,2000,"28,354","18,084","1,496","1,472","31,147,804",***,"7,139","11,571","1,930","1,603","13,715","7,731","5,984",612,"1,641","3,045","8,366"
1343,2000,"4,907","3,170",259,217,"4,774,934",***,"2,128","1,331",153,166,"2,344","1,453",891,123,804,562,854
1345,2000,"20,233","12,802",-,-,"20,979,294",***,"8,339","6,753",812,623,"10,718","6,210","4,508",429,"2,330","3,553","4,406"
1346,2000,"21,438","13,602",-,-,"26,310,322",***,"7,600","7,355","1,238","1,001","11,144","6,701","4,443",318,"2,186","2,605","6,034"
1347,2000,"8,032","4,822",600,665,"7,212,240",***,"3,108","2,739",350,308,"3,977","2,370","1,607",134,601,920,"2,322"
1361,2000,"10,959","7,028",712,820,"14,248,704",***,"3,331","3,679",685,733,"5,516","3,389","2,127",179,415,"1,225","3,688"
1362,2000,"7,152","4,395",236,293,"7,307,848",***,"3,450","1,817",257,216,"3,443","2,075","1,368",176,457,"1,378","1,431"
1363,2000,"5,105","3,042",191,251,"5,798,194",***,"2,228","1,576",251,198,"2,736","1,569","1,167",79,895,614,"1,146"
1364,2000,"5,143","3,185",193,228,"5,360,670",***,"2,353","1,465",248,160,"2,796","1,637","1,159",115,579,967,"1,135"
1367,2000,"3,921","2,443",256,347,"5,689,456",***,"1,832","1,075",189,166,"2,109","1,417",692,51,256,493,"1,309"
1370,2000,"6,906","4,225",288,343,"7,355,004",***,"2,436","2,389",445,289,"3,700","2,092","1,608",70,"1,146",634,"1,848"
1371,2000,"11,842","6,984",-,-,"11,557,957",***,"4,910","3,740",648,474,"5,976","3,602","2,374",149,"1,363","1,507","2,952"
1391,2000,"2,224","1,286",77,83,"1,886,002",***,"1,206",509,78,75,"1,092",694,398,8,266,327,491
1392,2000,"4,114","2,419",187,212,"4,460,358",***,"1,797","1,272",221,170,"1,898","1,122",776,49,205,573,"1,071"
1393,2000,"3,608","2,070",229,194,"3,794,881",***,"1,375","1,020",299,205,"1,746",958,788,25,314,325,"1,082"
1394,2000,"6,215","3,671",254,260,"6,211,314",***,"2,349","2,086",364,273,"3,271","1,930","1,341",95,815,691,"1,670"
1395,2000,"4,553","2,815",214,238,"4,239,141",***,"1,306","1,775",328,232,"2,437","1,384","1,053",73,565,288,"1,509"
1396,2000,"2,536","1,540",131,134,"2,622,023",***,856,835,178,137,"1,460",837,623,30,651,121,655
1397,2000,"2,227","1,456",161,161,"2,498,151",***,659,789,172,128,"1,359",744,615,8,411,128,812
1398,2000,"2,843","1,822",170,176,"2,931,014",***,"1,070","1,019",196,145,"1,582",907,675,56,331,258,937
1399,2000,"3,505","2,198",165,171,"4,222,937",***,"1,327","1,267",197,143,"2,026","1,138",888,29,491,535,970
1400,2000,"16,184","11,038","1,275","1,320","21,110,082",***,"3,968","6,450","1,370","1,215","9,022","5,479","3,543",288,942,"1,308","6,478"
1401,2000,"7,249","4,512",343,433,"7,811,476",***,"2,206","2,874",411,331,"3,819","2,383","1,436",79,"1,151",890,"1,699"
1402,2000,"16,726","10,662",649,819,"18,661,573",***,"6,038","6,017",878,723,"8,436","4,856","3,580",360,355,"3,014","4,705"
1403,2000,"2,040","1,069",100,66,"2,105,734",***,905,602,95,86,877,527,350,20,93,191,572
1404,2000,"1,325",699,35,47,"1,320,933",***,698,341,59,61,682,408,274,16,105,182,379
1405,2000,"3,149","1,765",102,122,"2,714,112",***,"1,613",861,145,100,"1,687",980,707,34,495,352,806
1406,2000,"4,318","2,682",121,171,"4,234,818",***,"1,971","1,347",235,143,"2,414","1,318","1,096",44,310,938,"1,122"
1407,2000,"4,111","2,445",185,172,"3,739,691",***,"1,419","1,408",281,198,"2,207","1,183","1,024",36,"1,048",218,900
1408,2000,"23,685","14,973",993,"1,083","24,300,255",***,"6,762","9,263","1,585","1,302","11,365","6,416","4,949",573,"1,607","2,422","6,762"
1409,2000,"1,512","1,017",82,115,"1,423,725",***,521,522,110,107,912,560,352,19,253,118,522
1423,2000,"9,792","6,164",384,428,"10,559,453",***,"2,073","3,484",867,568,"4,890","2,858","2,032",137,"1,024",983,"2,723"
1424,2000,"7,309","4,466",307,315,"7,865,916",***,"2,700","2,533",483,300,"3,663","2,090","1,573",141,534,"1,271","1,717"
1425,2000,"5,171","2,936",153,260,"3,913,617",***,"2,570","1,629",165,107,"2,050","1,209",841,253,43,689,"1,062"
1427,2000,"6,910","4,236",258,291,"6,106,343",***,"2,216","2,703",418,281,"3,767","2,093","1,674",107,"1,364",719,"1,576"
1428,2000,"12,452","7,832",553,507,"13,795,621",***,"3,723","4,516","1,002",648,"6,982","3,995","2,987",230,"2,300","1,112","3,333"
1429,2000,"14,847","9,281",638,793,"16,046,963",***,"4,664","5,657",996,731,"7,812","4,438","3,374",244,"1,637","2,029","3,888"
1430,2000,"5,144","3,313",170,213,"4,231,111",***,"2,189","1,566",347,222,"2,322","1,335",987,38,796,345,"1,143"
1431,2000,"2,643","1,537",90,139,"3,844,944",***,836,"1,118",179,78,"1,421",805,616,24,620,261,516
1432,2000,"8,067","4,905",349,353,"7,842,338",***,"2,642","3,039",485,315,"4,150","2,312","1,838",100,"1,268",766,"2,015"
1433,2000,"4,232","2,561",149,160,"4,041,575",***,"1,419","1,634",264,150,"2,318","1,321",997,34,765,538,979
1434,2000,"3,268","1,894",101,122,"3,185,289",***,"1,186","1,164",207,121,"1,813","1,029",784,37,669,366,738
1436,2000,"3,601","2,152",149,171,"2,981,365",***,"1,330","1,177",194,115,"1,839","1,005",834,34,755,241,808
1437,2000,"2,562","1,504",64,83,"2,232,237",***,926,923,195,77,"1,427",790,637,21,683,213,510
1438,2000,"4,373","2,591",182,212,"4,929,379",***,"1,514","1,607",313,195,"2,404","1,349","1,055",45,619,579,"1,161"
1452,2000,"7,165","4,524",376,282,"7,729,615",***,"2,439","2,640",391,336,"3,898","2,188","1,710",99,"1,041",731,"2,017"
1453,2000,"8,127","5,078",629,367,"9,001,172",***,"2,166","2,911",556,497,"4,159","2,364","1,795",128,980,821,"2,228"
1454,2000,"7,643","4,612",269,304,"7,881,447",***,"2,934","2,800",330,289,"4,235","2,337","1,898",105,"1,227","1,093","1,810"
1455,2000,"4,576","2,775",171,170,"4,418,662",***,"1,823","1,634",226,150,"2,618","1,448","1,170",78,851,546,"1,136"
1456,2000,"4,065","2,470",129,151,"3,883,037",***,"1,667","1,377",184,158,"2,258","1,305",953,58,735,551,914
1457,2000,"5,718","3,678",275,412,"5,906,980",***,"2,278","2,085",275,313,"3,346","1,942","1,404",74,343,602,"2,322"
1458,2000,"7,671","4,863",471,345,"7,498,665",***,"2,601","2,684",422,421,"4,314","2,447","1,867",131,"1,082","1,070","2,015"
1459,2000,"11,902","7,298",519,510,"11,566,615",***,"4,339","4,239",713,541,"6,412","3,574","2,838",224,"2,027","1,130","3,028"
1460,2000,"12,809","8,424",884,"1,000","15,309,063",***,"4,044","5,158",619,364,"7,210","4,517","2,693",171,"1,475",987,"4,567"
1461,2000,"5,833","3,513",268,257,"4,899,641",***,"2,281","1,891",276,189,"3,248","1,797","1,451",57,"1,473",432,"1,285"
1462,2000,"3,236","2,004",138,190,"4,050,517",***,"1,255",998,225,169,"1,700","1,006",694,29,518,252,899
1463,2000,"1,873","1,355",185,184,"2,222,018",***,489,705,223,157,"1,192",748,444,11,91,137,952
1464,2000,"4,710","2,768",158,159,"3,757,978",***,"2,004","1,600",197,162,"2,671","1,511","1,160",62,"1,007",567,"1,035"
1465,2000,"4,158","2,482",113,155,"3,271,838",***,"1,647","1,406",206,140,"2,366","1,297","1,069",55,"1,075",359,877
1468,2000,"4,413","2,624",149,173,"4,545,266",***,"2,076","1,244",206,194,"2,277","1,299",978,56,407,596,"1,218"
1469,2000,"6,040","3,700",261,360,"6,464,478",***,"2,366","1,880",293,319,"3,191","1,820","1,371",58,773,649,"1,711"
1470,2000,"1,334",871,98,106,"1,369,819",***,373,465,65,101,648,408,240,3,97,141,406
1471,2000,"2,464","1,521",136,100,"3,053,855",***,987,751,116,140,"1,444",861,583,23,259,489,673
1472,2000,"2,217","1,339",-,-,"2,516,934",***,942,654,123,102,"1,179",696,483,32,376,183,588
1481,2000,"6,167","3,420",231,244,"6,236,878",***,"2,738","1,970",253,228,"3,229","1,803","1,426",84,717,"1,027","1,401"
1482,2000,"4,566","2,811",179,253,"5,023,843",***,"2,073","1,262",227,222,"2,454","1,411","1,043",70,727,618,"1,036"
1483,2000,"4,645","2,734",191,239,"4,344,128",***,"2,035","1,429",195,162,"2,499","1,443","1,056",68,873,595,962
1484,2000,"9,364","5,678",350,450,"11,269,372",***,"3,583","3,296",463,389,"5,048","2,970","2,078",164,931,"1,100","2,850"
1485,2000,"1,764","1,023",65,83,"1,851,851",***,815,456,115,83,922,556,366,11,313,192,405
1486,2000,"3,683","2,247",135,163,"3,901,483",***,"1,516","1,161",188,132,"2,069","1,233",836,12,571,517,969
1487,2000,"4,542","2,860",275,332,"6,131,157",***,"1,525","1,637",260,252,"2,516","1,556",960,60,596,582,"1,278"
1511,2000,"2,980","1,843",127,157,"7,922,516",***,"1,121",809,222,161,"1,635",944,691,13,512,414,696
1512,2000,"4,957","3,221",266,303,"7,636,077",***,"1,810","1,566",287,289,"2,809","1,667","1,142",43,450,781,"1,533"
1513,2000,"2,518","1,585",156,176,"3,262,618",***,"1,018",732,177,126,"1,295",746,549,16,229,279,771
1514,2000,"10,509","6,638",-,-,"14,095,562",***,"4,043","3,515",558,447,"5,862","3,457","2,405",100,"1,259","1,717","2,784"
1516,2000,"5,220","3,259",245,289,"6,501,186",***,"1,950","1,593",343,223,"2,916","1,669","1,247",45,693,646,"1,531"
1517,2000,"3,856","2,341",214,263,"4,898,529",***,"1,886",978,202,156,"2,502","1,464","1,038",27,891,471,"1,113"
1518,2000,"3,417","2,072",175,313,"4,069,438",***,"1,489","1,033",218,165,"2,125","1,232",893,34,836,365,890
1519,2000,"3,536","2,035",142,352,"3,996,556",***,"1,744",957,143,112,"2,079","1,203",876,17,651,434,976
1520,2000,"2,835","1,853",-,-,"4,125,104",***,997,961,192,148,"1,624",955,669,24,374,325,901
1543,2000,"23,905","15,564","1,116","1,326","30,054,052",***,"7,359","9,105","1,499",862,"12,868","7,609","5,259",372,"1,794","3,257","7,413"
1544,2000,"6,789","3,987",217,318,"7,605,316",***,"2,909","2,023",328,241,"3,397","1,940","1,457",72,798,"1,007","1,520"
1545,2000,"14,066","9,146",543,733,"18,658,207",***,"4,679","5,016",900,685,"7,930","4,649","3,281",172,"1,523","1,748","4,486"
1546,2000,"5,437","3,326",192,209,"6,401,422",***,"2,056","1,762",352,253,"2,851","1,653","1,198",69,942,677,"1,163"
1547,2000,"6,126","3,717",225,251,"7,824,974",***,"2,248","2,030",435,250,"3,413","1,879","1,534",55,"1,255",513,"1,589"
1549,2000,"6,317","3,919",268,297,"7,580,390",***,"2,263","2,078",413,301,"3,585","1,990","1,595",74,"1,374",658,"1,478"
1550,2000,"4,110","2,479",194,237,"4,672,258",***,"1,730","1,166",253,197,"2,102","1,176",926,37,573,407,"1,085"
1552,2000,"6,666","3,989",239,311,"8,681,930",***,"2,638","2,125",447,317,"3,692","2,041","1,651",39,"1,244",917,"1,490"
1555,2000,"24,844","15,436",-,-,"30,748,268",***,"8,930","8,448","1,664","1,190","12,323","7,327","4,996",305,"1,178","3,266","7,543"
1559,2000,"11,423","6,748",-,-,"12,248,281",***,"4,402","3,593",707,460,"6,056","3,377","2,679",92,"1,904","1,566","2,491"
1560,2000,"3,799","2,205",143,165,"4,014,666",***,"1,652","1,125",213,226,"1,864","1,070",794,24,354,495,991
1561,2000,"4,965","3,146",282,321,"6,687,030",***,"1,690","1,718",334,255,"2,811","1,665","1,146",45,599,944,"1,223"
1562,2000,"1,314",782,87,84,"1,447,279",***,543,417,82,70,676,400,276,9,106,202,359
1563,2000,"5,778","3,638",168,234,"7,763,078",***,"2,209","1,872",420,258,"3,350","1,908","1,442",70,771,"1,243","1,266"
1564,2000,"8,946","5,501",-,-,"11,667,247",***,"2,573","3,320",638,442,"4,964","2,837","2,127",57,"1,832",813,"2,254"
1571,2000,"5,286","3,022",256,265,"4,427,418",***,"2,059","1,678",295,251,"2,536","1,435","1,101",106,645,507,"1,277"
1575,2000,"3,748","2,181",223,239,"3,259,809",***,"1,421","1,243",233,184,"1,885","1,020",865,82,456,167,"1,180"
1578,2000,"21,662","13,879",960,"1,070","23,655,532",***,"7,516","8,319","1,147",835,"10,223","6,072","4,151",602,679,"3,486","5,451"
1581,2000,"5,438","3,214",219,275,"6,204,370",***,"2,018","1,781",320,285,"3,146","1,811","1,335",49,"1,331",456,"1,310"
1584,2000,"10,622","6,553",-,-,"12,343,885",***,"3,527","3,877",650,510,"5,283","2,985","2,298",279,778,999,"3,224"
1585,2000,"9,438","5,922",-,-,"14,061,122",***,"2,931","3,737",540,478,"4,927","3,033","1,894",154,"1,177",906,"2,690"
1586,2000,"11,197","6,895",-,-,"12,105,902",***,"4,119","3,700",632,513,"6,011","3,467","2,544",146,"1,684","1,386","2,793"
1601,2000,"15,783","10,258",-,-,"17,622,421",***,"5,352","5,758",966,755,"8,881","5,471","3,410",247,"2,663","1,495","4,476"
1602,2000,"6,503","4,016",344,305,"7,160,322",***,"2,418","2,114",359,336,"3,507","2,067","1,440",75,"1,087",701,"1,644"
1604,2000,"6,204","3,952",382,409,"6,808,836",***,"2,212","2,122",383,292,"3,352","1,996","1,356",95,"1,400",514,"1,341"
1607,2000,"16,634","10,868","1,116","1,198","21,807,298",***,"5,144","5,806","1,223","1,111","9,276","5,545","3,731",253,"2,285","1,586","5,151"
1608,2000,"6,210","3,831",181,250,"6,772,720",***,"2,365","2,148",304,218,"3,393","1,937","1,456",77,888,858,"1,570"
1609,2000,"6,248","3,908",237,303,"7,696,882",***,"2,355","2,111",260,244,"3,868","2,254","1,614",40,"1,843",552,"1,432"
1610,2000,"28,438","18,357",-,-,"32,272,079",***,"9,713","10,057","1,691","1,386","15,163","8,966","6,197",746,"3,262","2,820","8,334"
1631,2000,"39,201","25,711","2,129","2,024","51,316,040",***,"10,026","15,105","3,472","2,071","20,547","11,562","8,985",688,"3,007","4,432","12,359"
1632,2000,"6,839","4,231",302,350,"9,496,894",***,"2,016","2,392",564,397,"3,745","2,073","1,672",59,"1,585",576,"1,525"
1633,2000,"5,634","3,519",252,312,"7,692,737",***,"1,981","1,882",434,302,"3,105","1,751","1,354",74,921,557,"1,552"
1634,2000,"5,910","3,700",359,490,"9,757,017",***,"1,617","2,181",514,325,"3,363","1,972","1,391",40,"1,154",252,"1,916"
1635,2000,"7,657","4,851",544,432,"8,676,784",***,"2,520","2,703",603,498,"4,224","2,495","1,729",123,731,860,"2,510"
1636,2000,"10,988","6,750",474,552,"13,315,492",***,"3,395","4,040",819,601,"5,849","3,283","2,566",92,"1,531","1,298","2,927"
1637,2000,"17,586","11,283",872,790,"24,095,863",***,"4,178","6,557","1,497","1,053","9,462","5,337","4,125",219,"2,481","1,895","4,843"
1638,2000,"4,116","2,685",283,236,"5,408,351",***,"1,082","1,437",324,291,"2,287","1,298",989,46,759,370,"1,112"
1639,2000,"3,291","1,978",120,133,"5,311,445",***,946,"1,177",215,148,"1,906","1,052",854,12,958,222,712
1641,2000,"6,711","4,167",316,422,"9,339,601",***,"2,276","2,304",494,396,"3,794","2,188","1,606",57,"1,149",854,"1,734"
1642,2000,"8,975","5,642",311,457,"11,116,481",***,"3,252","2,922",532,408,"4,797","2,826","1,971",116,"1,051","1,248","2,381"
1643,2000,"26,080","16,905",-,-,"32,996,939",***,"6,352","9,655","2,094","1,380","13,977","7,912","6,065",381,"2,558","3,133","7,763"
1644,2000,"8,710","5,228",387,433,"10,584,552",***,"2,713","3,271",611,500,"4,614","2,617","1,997",130,"1,139","1,081","2,260"
1645,2000,"4,164","2,469",104,188,"5,169,725",***,"1,664","1,317",241,173,"2,300","1,342",958,19,976,426,879
1646,2000,"10,021","6,350",456,514,"12,488,853",***,"3,540","3,464",667,458,"5,572","3,278","2,294",114,"1,353","1,545","2,560"
1647,2000,"8,871","5,398",328,494,"12,673,753",***,"3,717","2,751",530,409,"4,921","2,831","2,090",69,"1,225","1,098","2,527"
1648,2000,"3,228","1,909",115,140,"3,943,137",***,"1,375",898,199,110,"1,635",981,654,15,476,350,781
1649,2000,"6,846","4,175",241,353,"7,695,681",***,"2,685","2,201",375,280,"3,641","2,107","1,534",91,"1,232",667,"1,651"
1661,2000,"22,478","15,638","1,633","1,735","27,101,108",***,"5,685","9,023","1,258",930,"11,858","7,255","4,603",519,"1,036","2,849","7,439"
1662,2000,"12,307","7,758",383,521,"15,345,849",***,"4,626","4,093",572,437,"7,038","3,893","3,145",152,"2,173","1,564","3,149"
1663,2000,"7,335","4,590",231,329,"8,957,466",***,"2,798","2,424",303,302,"4,536","2,471","2,065",44,"2,336",588,"1,567"
1664,2000,"9,388","5,910",422,528,"12,352,656",***,"3,189","3,190",564,487,"5,106","2,941","2,165",86,"1,471",940,"2,609"
1665,2000,"9,493","6,057",496,541,"10,514,028",***,"3,368","3,421",518,453,"5,227","3,018","2,209",129,623,912,"3,562"
1667,2000,"2,728","1,665",170,129,"3,306,602",***,997,831,190,191,"1,385",820,565,29,473,155,728
1668,2000,"11,359","7,172",322,512,"11,875,648",***,"4,148","4,076",517,417,"5,761","3,311","2,450",192,722,"1,982","2,862"
1691,2000,"16,910","10,899",768,973,"27,023,720",***,"5,286","5,700","1,188",841,"9,428","5,622","3,806",121,"3,709","1,517","4,081"
1692,2000,"23,179","15,935","1,305","1,217","31,680,197",***,"6,364","8,688","1,645","1,240","13,053","7,679","5,374",382,"1,618","2,926","8,110"
1693,2000,"6,298","4,054",298,359,"9,947,974",***,"2,079","2,159",425,304,"3,530","2,111","1,419",56,"1,046",773,"1,655"
1694,2000,"6,956","4,579",220,360,"8,047,965",***,"2,762","2,115",307,236,"4,049","2,439","1,610",50,"1,729",778,"1,491"
2201,2000,"318,732","216,478",-,-,"412,971,251",***,"62,585","125,356","24,918","25,161","161,810","92,995","68,815","8,833","6,260","29,893","114,829"
2202,2000,"193,217","126,925",-,-,"205,514,097",***,"46,078","73,531","13,491","13,896","100,811","54,861","45,950","5,233","17,211","19,137","59,016"
2203,2000,"248,608","168,189",-,-,"308,961,660",***,"62,790","94,584","15,130","16,045","128,770","74,931","53,839","7,888","5,473","33,233","81,619"
