area,year,pop,15_64,in_mig,out_mig,inc,emp,jun_high,sen_high,jun_col,sen_col,lf_tot,lf_m,lf_f,unemp,prim_emp,sec_emp,ter_emp
1469,2010,"5,178","2,870",222,250,"4,733,546",***,"1,576","2,068",295,337,"2,490","1,466","1,024",111,577,279,"1,519"
1470,2010,995,696,95,102,"986,790",***,218,404,65,94,504,338,166,12,54,134,304
1471,2010,"1,907","1,066",108,110,"1,935,465",***,676,728,121,152,"1,030",657,373,38,195,278,518
1472,2010,"1,710",897,90,114,"1,836,609",***,610,575,141,105,889,515,374,14,306,95,474
1481,2010,"5,078","2,658",106,178,"4,484,715",***,"2,023","1,898",285,269,"2,487","1,401","1,086",205,500,586,"1,196"
1482,2010,"3,717","2,071",106,159,"3,425,561",***,"1,470","1,242",241,204,"1,834","1,029",805,99,564,254,915
1483,2010,"3,656","1,927",91,150,"3,224,130",***,"1,356","1,325",231,158,"1,881","1,039",842,89,715,258,815
1484,2010,"7,964","4,284",279,305,"7,766,892",***,"2,645","3,256",549,414,"3,903","2,309","1,594",173,787,522,"2,410"
1485,2010,"1,369",741,46,59,"1,486,752",***,508,416,116,69,662,387,275,16,219,79,344
1486,2010,"3,084","1,656",91,113,"2,892,384",***,"1,092","1,143",190,147,"1,618",933,685,48,474,298,796
1487,2010,"3,780","2,275",199,170,"4,230,593",***,"1,139","1,489",295,269,"2,132","1,305",827,167,551,296,"1,118"
1511,2010,"2,825","1,776",118,139,"4,763,338",***,851,971,293,200,"1,656",929,727,25,544,450,635
1512,2010,"4,168","2,516",207,227,"4,891,483",***,"1,225","1,684",342,261,"2,255","1,290",965,101,404,545,"1,190"
1513,2010,"1,974","1,057",89,94,"1,932,298",***,604,595,165,104,911,509,402,25,169,115,597
1514,2010,"9,125","5,375",299,348,"10,709,493",***,"2,987","3,531",653,478,"5,011","2,785","2,226",123,"1,170","1,250","2,465"
1516,2010,"4,378","2,658",195,261,"4,825,456",***,"1,420","1,641",363,235,"2,414","1,456",958,81,620,393,"1,316"
1517,2010,"3,078","1,816",144,181,"3,463,215",***,"1,359",912,268,146,"1,957","1,167",790,57,675,239,986
1518,2010,"2,590","1,465",114,163,"2,995,096",***,"1,070",847,207,149,"1,690","1,009",681,41,539,278,832
1519,2010,"3,037","1,665",134,120,"2,903,643",***,"1,246","1,011",192,139,"1,786","1,052",734,84,491,307,903
1520,2010,"2,677","1,738",157,163,"3,599,113",***,736,955,273,290,"1,519",944,575,26,305,275,913
1543,2010,"21,575","12,903",799,974,"23,594,122",***,"5,304","9,057","1,658","1,041","10,959","6,296","4,663",435,"1,645","2,107","6,500"
1544,2010,"5,646","2,964",154,231,"5,717,781",***,"2,073","2,106",413,268,"2,733","1,604","1,129",162,645,583,"1,342"
1545,2010,"13,045","8,070",501,555,"18,655,369",***,"3,400","5,634","1,106",871,"7,275","4,311","2,964",301,"1,478","1,340","4,149"
1546,2010,"4,551","2,497",165,196,"5,555,248",***,"1,439","1,688",446,268,"2,307","1,329",978,117,792,350,"1,048"
1547,2010,"5,358","3,025",173,219,"6,333,790",***,"1,592","2,096",555,315,"2,935","1,602","1,333",67,"1,199",284,"1,385"
1549,2010,"5,435","3,079",162,236,"6,221,511",***,"1,586","2,240",448,313,"2,970","1,648","1,322",112,"1,140",418,"1,300"
1550,2010,"3,428","1,779",101,127,"3,623,332",***,"1,173","1,148",258,211,"1,617",855,762,22,499,147,941
1552,2010,"5,892","3,268",143,206,"6,471,061",***,"2,010","2,155",523,340,"3,081","1,662","1,419",93,957,713,"1,316"
1555,2010,"22,265","12,560",902,"1,159","23,714,406",***,"6,427","8,634","1,883","1,340","10,442","6,131","4,311",516,871,"1,873","7,037"
1559,2010,"10,041","5,582",273,305,"10,083,025",***,"3,091","4,107",742,510,"5,211","2,882","2,329",192,"1,686","1,128","2,203"
1560,2010,"3,028","1,593",91,153,"2,923,036",***,"1,134","1,024",262,238,"1,421",801,620,43,292,243,843
1561,2010,"4,301","2,550",190,243,"5,243,570",***,"1,240","1,672",406,285,"2,371","1,369","1,002",78,557,626,"1,106"
1562,2010,"1,135",643,72,80,"1,200,895",***,399,387,120,87,554,323,231,9,99,111,335
1563,2010,"4,939","2,964",178,237,"5,945,413",***,"1,499","2,034",428,264,"2,840","1,584","1,256",109,691,907,"1,130"
1564,2010,"7,933","4,554",263,299,"9,898,599",***,"1,587","3,091",637,492,"4,176","2,352","1,824",113,"1,615",449,"1,908"
1571,2010,"4,528","2,525",203,273,"3,750,361",***,"1,382","1,771",377,289,"2,182","1,225",957,135,536,273,"1,237"
1575,2010,"3,232","1,633",124,164,"2,591,007",***,912,"1,126",254,225,"1,551",846,705,69,407,123,947
1578,2010,"19,376","10,852",690,759,"17,969,825",***,"5,583","8,636","1,193","1,008","8,591","5,017","3,574",918,708,"2,091","4,651"
1581,2010,"4,890","2,751",211,199,"4,979,600",***,"1,349","1,845",460,373,"2,782","1,631","1,151",58,"1,045",348,"1,307"
1584,2010,"10,132","5,568",398,541,"9,007,334",***,"3,144","4,079",800,615,"4,948","2,660","2,288",266,709,652,"3,300"
1585,2010,"8,726","5,041",357,437,"14,774,133",***,"1,922","3,663",653,584,"4,382","2,666","1,716",232,"1,084",667,"2,320"
1586,2010,"9,746","5,570",304,398,"9,420,007",***,"3,019","3,953",705,508,"5,259","3,030","2,229",280,"1,586","1,007","2,373"
1601,2010,"13,615","8,076",617,733,"15,351,323",***,"3,803","5,711","1,056",896,"7,218","4,416","2,802",341,"2,163",938,"3,775"
1602,2010,"5,596","3,263",233,303,"5,919,308",***,"1,880","2,039",402,366,"3,141","1,790","1,351",98,"1,114",489,"1,440"
1604,2010,"5,775","3,458",335,315,"5,467,846",***,"1,731","2,328",453,326,"3,046","1,783","1,263",172,"1,181",353,"1,340"
1607,2010,"14,389","8,979",767,924,"16,194,726",***,"3,511","5,994","1,209","1,188","7,652","4,645","3,007",543,"1,834",921,"4,353"
1608,2010,"5,114","2,949",169,177,"4,872,756",***,"1,619","2,174",337,219,"2,715","1,582","1,133",156,698,542,"1,318"
1609,2010,"5,413","3,330",150,260,"5,805,456",***,"1,476","2,343",394,238,"3,304","1,938","1,366",104,"1,556",395,"1,248"
1610,2010,"25,419","15,202","1,024","1,219","24,897,606",***,"6,975","10,845","1,887","1,537","13,125","7,761","5,364","1,053","2,634","1,768","7,667"
1631,2010,"45,085","27,537","1,986","1,696","51,623,404",***,"8,109","18,176","4,881","3,161","22,364","12,348","10,016","1,115","2,785","4,145","13,803"
1632,2010,"6,416","3,774",233,262,"9,004,685",***,"1,218","2,030",674,454,"3,494","1,951","1,543",95,"1,477",431,"1,451"
1633,2010,"5,080","2,836",211,234,"6,228,568",***,"1,336","1,753",502,340,"2,695","1,531","1,164",99,885,328,"1,362"
1634,2010,"5,702","3,415",281,323,"8,421,654",***,"1,085","2,001",587,407,"3,190","1,830","1,360",94,"1,135",189,"1,769"
1635,2010,"6,653","3,849",310,364,"6,976,066",***,"1,787","2,504",673,571,"3,403","2,012","1,391",116,648,544,"2,064"
1636,2010,"9,961","5,722",355,406,"11,983,485",***,"2,482","3,990",928,702,"5,200","2,922","2,278",188,"1,402",980,"2,549"
1637,2010,"18,905","11,458",757,752,"24,236,165",***,"2,897","7,335","1,847","1,388","9,919","5,528","4,391",483,"2,326","1,591","5,189"
1638,2010,"4,006","2,482",251,240,"6,885,140",***,682,"1,367",387,364,"2,201","1,222",979,71,705,345,"1,069"
1639,2010,"3,391","1,999",131,152,"5,081,641",***,712,"1,517",304,247,"1,992","1,127",865,50,900,261,781
1641,2010,"5,977","3,435",262,311,"7,624,157",***,"1,384","2,212",591,397,"3,297","1,907","1,390",110,"1,037",561,"1,587"
1642,2010,"7,881","4,593",296,298,"8,914,513",***,"2,467","2,955",645,485,"4,174","2,449","1,725",132,935,935,"2,163"
1643,2010,"26,547","15,945","1,104","1,009","29,892,607",***,"5,225","11,704","2,729","1,799","13,755","7,635","6,120",678,"2,288","2,342","8,012"
1644,2010,"7,527","4,104",217,328,"8,014,070",***,"1,942","3,098",675,534,"3,754","2,086","1,668",152,972,678,"1,940"
1645,2010,"3,394","1,862",117,156,"4,375,030",***,"1,163","1,216",303,185,"1,877","1,053",824,54,827,200,796
1646,2010,"8,275","4,634",315,426,"9,790,467",***,"2,395","3,269",727,449,"4,265","2,455","1,810",197,"1,043",783,"2,215"
1647,2010,"7,630","4,171",306,355,"8,645,356",***,"2,227","2,235",616,448,"3,963","2,308","1,655",136,"1,027",593,"2,178"
1648,2010,"2,650","1,430",96,113,"2,741,589",***,960,980,215,135,"1,299",778,521,33,396,169,691
1649,2010,"5,460","3,041",150,194,"6,306,265",***,"1,856","2,071",404,261,"2,894","1,648","1,246",93,"1,019",434,"1,324"
1661,2010,"20,526","13,711","1,150","1,330","22,035,605",***,"4,853","8,878","1,518","1,008","11,095","6,361","4,734",869,864,"2,086","7,223"
1662,2010,"10,630","6,315",316,434,"11,702,077",***,"3,425","4,293",660,484,"6,051","3,279","2,772",192,"1,826","1,254","2,775"
1663,2010,"6,511","3,970",214,216,"7,412,515",***,"1,927","2,767",351,371,"4,137","2,278","1,859",119,"2,042",654,"1,322"
1664,2010,"8,285","4,884",301,348,"10,035,098",***,"2,273","3,323",696,505,"4,310","2,453","1,857",151,"1,383",517,"2,234"
1665,2010,"8,278","4,731",326,355,"8,114,508",***,"2,463","3,219",604,520,"4,293","2,438","1,855",199,546,571,"2,963"
1667,2010,"2,627","1,499",95,114,"2,958,756",***,726,922,232,250,"1,242",731,511,36,445,109,652
1668,2010,"9,294","5,399",266,369,"8,456,062",***,"2,960","3,919",589,409,"4,692","2,626","2,066",360,552,"1,382","2,396"
1691,2010,"15,855","9,985",625,742,"23,421,637",***,"3,710","6,357","1,435","1,018","8,812","5,230","3,582",223,"3,465","1,106","3,894"
1692,2010,"23,982","15,558","1,147","1,114","28,952,849",***,"4,884","10,087","2,109","1,672","13,163","7,684","5,479",858,"1,567","2,179","8,384"
1693,2010,"5,646","3,447",247,271,"7,224,718",***,"1,554","2,246",465,361,"3,173","1,818","1,355",97,"1,005",518,"1,552"
1694,2010,"5,885","3,745",149,256,"7,776,497",***,"2,010","2,252",337,212,"3,485","2,103","1,382",81,"1,497",591,"1,313"
2201,2010,"299,520","189,931","8,506","9,368","324,023,133",***,"51,610","124,306","28,768","29,962","147,957","82,819","65,138","15,582","4,382","19,341","103,571"
2202,2010,"183,473","113,183","5,224","5,304","172,356,228",***,"31,606","73,813","15,543","16,777","93,775","49,843","43,932","7,445","12,670","13,609","55,357"
2203,2010,"237,615","149,842","6,769","7,878","262,145,021",***,"50,416","94,662","19,148","20,113","118,838","67,402","51,436","10,392","3,926","24,456","77,412"
2204,2010,"36,132","22,267",785,986,"27,564,031",***,"8,538","15,439","3,090","1,969","19,379","10,407","8,972","1,731","2,840","4,246","10,486"
2205,2010,"58,421","34,861","1,490","1,748","47,713,164",***,"15,586","23,986","4,325","3,386","29,047","15,784","13,263","3,215","3,833","5,231","16,501"
2206,2010,"66,110","41,171","1,921","1,987","62,774,469",***,"13,739","23,985","4,989","4,898","35,003","19,180","15,823","2,557","3,657","6,898","19,463"
2207,2010,"41,258","26,191","2,152","2,445","52,340,514",***,"7,665","15,561","3,161","3,390","21,383","12,716","8,667","1,624","1,496","4,014","13,601"
2208,2010,"61,066","37,140","2,556","2,773","64,325,796",***,"16,279","22,655","4,404","3,954","29,797","17,424","12,373","2,179","1,521","5,831","19,757"
2209,2010,"37,243","21,792",722,"1,030","22,729,233",***,"12,089","15,224","2,462","1,285","19,365","11,033","8,332","2,526","5,201","3,184","8,413"
2210,2010,"33,764","20,292",667,828,"23,089,239",***,"8,846","15,167","2,417","1,498","19,004","10,367","8,637","1,819","4,551","3,825","8,803"
2301,2010,"12,361","7,386",236,413,"10,771,124",***,"4,692","4,354",886,479,"6,636","3,648","2,988",503,"1,693","1,277","3,154"
2303,2010,"3,217","1,589",76,139,"2,110,949",***,"1,591","1,103",127,84,"1,487",915,572,202,236,358,690
2304,2010,"3,271","1,872",51,68,"2,339,851",***,"1,241","1,251",190,113,"1,756","1,027",729,143,469,423,717
2307,2010,"7,089","3,658",175,230,"5,426,799",***,"3,383","2,304",337,190,"3,255","1,900","1,355",290,678,602,"1,684"
2321,2010,"11,449","6,346",264,339,"7,282,631",***,"4,027","4,365",810,539,"5,640","3,147","2,493",576,"1,171",953,"2,934"
2323,2010,"9,691","5,021",184,293,"5,671,759",***,"4,156","3,395",539,339,"4,486","2,705","1,781",410,"1,092",858,"2,126"
2343,2010,"1,594",904,36,45,"867,595",***,713,519,76,74,939,568,371,50,233,272,383
2361,2010,"16,021","9,642",381,406,"11,334,265",***,"3,809","7,188","1,287",848,"8,944","4,773","4,171",663,"2,186","1,562","4,514"
2362,2010,"10,978","6,236",231,288,"7,347,585",***,"3,376","4,756",730,513,"5,872","3,167","2,705",608,"1,171",984,"3,109"
2367,2010,"8,153","4,896",203,254,"6,099,803",***,"1,976","3,786",663,383,"4,501","2,458","2,043",361,961,940,"2,235"
2381,2010,"15,227","8,986",286,318,"9,379,524",***,"3,687","7,054","1,077",641,"8,778","4,596","4,182",557,"3,119","1,320","3,652"
2384,2010,"14,270","8,234",349,341,"8,165,858",***,"3,940","6,401",922,441,"7,972","4,379","3,593",896,"2,703","1,212","3,142"
2387,2010,"12,743","7,257",252,379,"7,978,807",***,"5,843","4,210",579,247,"6,061","3,657","2,404",855,"1,389","1,433","2,382"
2401,2010,"14,314","8,473",417,467,"13,184,792",***,"4,461","5,546","1,128",816,"7,137","3,906","3,231",668,546,"1,702","4,206"
2402,2010,"16,759","9,656",441,507,"13,635,626",***,"5,376","6,284","1,301",890,"8,868","4,919","3,949",655,"1,667","1,926","4,601"
2405,2010,"10,241","6,029",278,284,"8,634,620",***,"3,155","3,992",721,505,"5,624","3,135","2,489",418,"1,150","1,348","2,647"
2406,2010,"4,881","2,809",157,160,"3,930,532",***,"1,877","1,679",301,248,"2,668","1,584","1,084",186,726,681,"1,069"
2408,2010,"19,106","11,059",521,544,"14,914,474",***,"6,809","7,161","1,179",733,"10,216","5,683","4,533",864,"2,503","2,107","4,728"
2411,2010,"11,095","7,370",526,542,"13,429,300",***,"3,800","3,577",683,"1,080","6,621","4,480","2,141",371,872,"2,443","2,926"
2412,2010,"24,211","15,307",977,940,"23,335,701",***,"6,085","9,779","1,681","1,197","12,884","7,183","5,701","1,046","1,208","3,435","7,008"
2423,2010,"6,340","3,990",290,254,"5,277,031",***,"2,615","2,024",318,325,"3,454","2,425","1,029",287,624,"1,044","1,498"
2424,2010,"7,252","4,435",227,315,"5,665,753",***,"3,274","2,282",297,345,"3,936","2,674","1,262",337,956,"1,043","1,600"
2425,2010,"2,463","1,464",78,93,"1,648,219",***,"1,157",786,106,100,"1,369",930,439,87,229,462,591
2426,2010,"2,422","1,275",69,62,"1,603,472",***,"1,344",599,98,71,"1,144",746,398,65,240,340,499
2441,2010,"11,299","6,290",280,387,"8,064,276",***,"3,887","4,392",723,546,"5,919","3,291","2,628",529,"1,709","1,047","2,620"
2442,2010,"18,712","11,023",389,502,"15,199,324",***,"6,160","7,500","1,246",906,"10,045","5,626","4,419",737,"2,117","2,506","4,672"
2443,2010,"6,175","3,336",129,163,"4,401,775",***,"2,751","1,959",349,203,"3,438","1,838","1,600",174,"1,254",711,"1,298"
2445,2010,"19,853","11,345",391,532,"14,660,069",***,"5,876","8,117","1,342",956,"10,450","5,729","4,721",696,"2,605","2,099","4,979"
2446,2010,"14,699","9,613",475,568,"12,487,096",***,"4,538","5,456",768,506,"7,326","4,267","3,059",715,647,"1,974","3,755"
2450,2010,"2,851","1,416",54,67,"1,757,319",***,"1,370",903,144,80,"1,694",937,757,65,811,281,535
3201,2010,"298,348","192,664","12,026","12,205","377,577,112",***,"33,409","100,873","33,694","40,195","149,099","82,588","66,511","9,999","5,016","18,242","112,277"
3202,2010,"59,430","33,792","1,441","1,747","51,384,632",***,"17,919","23,353","4,082","3,557","28,114","16,221","11,893","2,445","2,548","6,486","16,534"
3203,2010,"40,737","23,259",977,"1,129","36,449,362",***,"11,263","16,707","2,875","2,516","20,275","11,383","8,892","1,612","1,982","5,449","11,214"
3205,2010,"101,438","59,631","2,253","2,588","95,533,789",***,"20,387","41,168","9,253","7,951","52,998","29,225","23,773","3,083","6,541","12,932","29,275"
3206,2010,"93,138","58,248","3,030","2,922","99,584,604",***,"15,626","39,287","8,836","7,809","48,459","28,094","20,365","3,700","3,165","16,253","24,747"
3207,2010,"36,872","21,943",931,"1,192","32,090,564",***,"11,560","13,464","2,613","2,081","18,255","10,253","8,002","1,973","1,596","4,524","10,135"
3208,2010,"29,331","15,914",529,731,"20,919,164",***,"9,748","11,354","2,194","1,462","15,090","8,608","6,482","1,010","2,923","4,162","6,979"
3209,2010,"127,642","72,936",-,-,"111,047,359",***,"31,403","54,676","9,887","8,277","65,281","37,406","27,875","4,675","9,257","18,102","32,864"
3210,2010,"23,300","12,441",560,541,"18,674,126",***,"7,442","8,888","1,785","1,332","11,310","6,218","5,092",677,"1,602","3,013","5,972"
3211,2010,"39,574","21,359",978,"1,194","36,573,382",***,"11,370","16,767","3,086","2,555","18,306","10,621","7,685","1,406","1,191","4,986","10,712"
3213,2010,"29,702","17,130",773,915,"25,315,884",***,"9,944","10,799","2,205","1,630","15,844","8,751","7,093","1,180","2,830","3,910","7,913"
3214,2010,"28,680","16,431",582,807,"22,460,201",***,"10,783","10,366","1,849","1,258","15,547","8,791","6,756","1,232","3,363","3,631","7,297"
3215,2010,"124,746","72,529","2,449","3,003","118,215,286",***,"26,816","55,614","10,348","8,005","65,918","37,518","28,400","4,248","9,780","16,623","33,706"
3216,2010,"53,857","36,344",-,-,"57,095,470",***,"7,978","22,334","5,311","4,281","28,439","16,101","12,338","1,961","1,374","5,683","19,067"
3301,2010,"18,033","10,762",363,484,"15,011,482",***,"5,319","7,088","1,403",950,"10,094","5,530","4,564",600,"1,835","1,785","5,806"
3302,2010,"7,304","3,837",139,207,"4,854,617",***,"3,776","1,954",418,248,"3,702","2,160","1,542",221,"1,115",875,"1,491"
3303,2010,"14,984","8,609",304,458,"11,785,527",***,"5,910","5,060",895,611,"8,061","4,627","3,434",578,"2,159","1,889","3,409"
3321,2010,"33,288","20,649","1,063","1,055","32,432,839",***,"5,581","14,761","3,110","2,491","18,075","10,019","8,056","1,104","2,583","3,346","10,700"
3322,2010,"27,205","17,792",962,"1,102","29,752,316",***,"4,013","11,296","2,830","2,449","14,483","8,041","6,442",750,"1,260","2,410","10,046"
3366,2010,"6,602","3,170",116,173,"4,979,313",***,"2,745","2,265",500,284,"3,469","1,950","1,519",141,888,726,"1,701"
3381,2010,"16,325","9,907",532,607,"14,962,706",***,"3,428","7,060","1,426",963,"8,819","5,221","3,598",516,"1,442","2,828","3,801"
3402,2010,"8,345","4,814",161,193,"6,845,109",***,"2,338","3,552",594,404,"4,440","2,568","1,872",267,651,"1,186","2,325"
3441,2010,"6,190","3,220",117,143,"4,301,248",***,"2,466","2,085",512,297,"3,034","1,765","1,269",230,631,889,"1,282"
3461,2010,"15,276","8,579",289,432,"12,199,635",***,"5,026","6,203","1,066",578,"7,289","4,101","3,188",612,519,"2,368","3,782"
3482,2010,"18,617","10,361",410,491,"13,244,292",***,"6,486","7,139","1,185",692,"9,092","5,303","3,789",765,"1,545","2,373","4,406"
3483,2010,"10,804","5,599",272,335,"7,060,041",***,"4,881","3,314",600,500,"5,302","3,172","2,130",385,"1,286","1,067","2,543"
3484,2010,"3,843","2,087",103,127,"2,604,338",***,"1,606","1,252",236,134,"1,877","1,137",740,101,467,489,815
3485,2010,"3,088","1,759",57,73,"2,050,066",***,"1,303","1,062",158,88,"1,591",992,599,193,305,404,687
3501,2010,"10,209","5,706",235,295,"6,891,045",***,"4,523","3,142",668,313,"5,382","3,113","2,269",426,"1,464","1,345","2,143"
3503,2010,"4,632","2,713",108,138,"3,323,780",***,"1,869","1,548",277,143,"2,258","1,302",956,202,364,615,"1,073"
3506,2010,"6,507","3,548",118,137,"4,119,197",***,"2,669","2,260",390,163,"3,483","1,979","1,504",274,"1,093",811,"1,299"
3507,2010,"17,913","10,154",349,544,"13,879,776",***,"7,520","5,728","1,031",575,"8,669","5,021","3,648",937,"1,657","2,340","3,731"
3524,2010,"14,187","7,893",296,398,"10,475,585",***,"5,782","4,626",968,634,"7,277","4,066","3,211",526,"1,571","1,737","3,435"
4100,2010,"1,045,986","703,379","63,636","62,466","1,461,379,520",***,"76,437","339,745","116,516","169,876","496,932","282,677","214,255","37,452","4,005","67,162","372,941"
4202,2010,"160,826","96,297","3,428","3,846","161,947,101",***,"37,897","69,797","9,363","9,336","78,278","45,999","32,279","6,655","6,282","20,850","43,158"
4203,2010,"56,490","34,476","1,642","2,015","61,844,375",***,"10,069","25,335","4,681","5,433","27,549","15,707","11,842","2,556",251,"5,887","18,576"
4205,2010,"73,489","42,004","1,205","1,607","67,975,328",***,"17,776","31,113","4,776","3,829","35,332","20,252","15,080","2,813","3,128","8,398","20,077"
4206,2010,"37,422","22,453",824,"1,003","35,486,241",***,"9,633","15,715","2,443","2,909","18,364","10,716","7,648","1,680","1,025","5,988","9,624"
4207,2010,"73,134","47,815","4,107","3,065","91,095,971",***,"8,390","29,819","7,320","8,864","35,512","20,967","14,545","3,158","1,439","7,184","23,659"
4208,2010,"31,336","18,979",794,"1,019","31,408,125",***,"6,717","12,706","2,092","2,224","15,734","9,192","6,542","1,043","1,073","5,714","7,540"
4209,2010,"63,060","41,769","4,036","4,342","77,438,002",***,"7,955","27,768","5,926","6,746","32,576","19,779","12,797","2,646",326,"6,028","22,099"
4211,2010,"44,187","28,729","1,895","2,218","52,573,240",***,"5,774","19,293","4,064","4,936","22,641","13,297","9,344","1,794",688,"5,545","14,232"
4212,2010,"83,969","49,569","1,487","1,789","70,903,721",***,"18,682","32,224","4,845","3,732","42,375","24,368","18,007","2,963","5,277","11,472","20,797"
4213,2010,"74,932","42,079","1,337","1,729","63,122,208",***,"19,740","32,611","5,134","4,161","36,969","21,511","15,458","2,314","5,170","9,740","19,180"
4214,2010,"42,903","26,751","1,318","1,512","41,600,472",***,"8,317","20,486","3,024","2,560","21,823","13,002","8,821","1,916","1,819","5,054","13,012"
4215,2010,"135,147","83,774","3,845","3,938","131,092,118",***,"25,667","61,329","9,713","10,263","69,317","40,473","28,844","6,005","5,894","18,395","38,461"
4301,2010,"12,882","7,618",373,371,"10,799,628",***,"3,549","5,669",716,639,"6,651","3,846","2,805",499,864,"1,928","3,333"
4302,2010,"1,694",794,62,69,"1,061,126",***,743,535,71,76,759,481,278,45,191,177,334
4321,2010,"23,530","14,866",935,963,"26,116,099",***,"3,721","10,507","1,861","2,497","12,201","7,049","5,152",973,290,"3,664","7,184"
4322,2010,"11,995","7,278",301,418,"10,438,124",***,"3,147","5,504",672,606,"6,288","3,725","2,563",495,462,"2,106","3,196"
4323,2010,"39,341","25,535","1,511","1,783","41,942,346",***,"6,022","17,792","2,956","3,463","19,117","11,469","7,648","1,807",454,"5,615","11,214"
4324,2010,"9,978","5,959",301,319,"7,217,938",***,"3,234","4,018",577,431,"5,265","3,078","2,187",339,613,"1,533","2,758"
4341,2010,"15,501","8,619",284,413,"13,043,488",***,"4,806","6,741",812,684,"7,647","4,598","3,049",588,986,"2,860","3,178"
4361,2010,"34,845","21,776","1,032",987,"36,578,854",***,"5,798","17,096","2,538","2,380","17,911","10,422","7,489","1,693","1,509","4,813","9,691"
4362,2010,"16,704","9,729",368,466,"14,963,234",***,"3,619","8,126","1,193","1,012","8,160","4,764","3,396",718,841,"2,332","4,171"
4401,2010,"15,085","8,920",353,503,"15,419,364",***,"3,164","7,042","1,095","1,247","7,628","4,406","3,222",764,385,"1,364","5,093"
4404,2010,"20,416","13,132",583,662,"23,259,792",***,"4,238","9,379","1,308","1,258","10,260","6,170","4,090",862,304,"2,418","6,564"
4406,2010,"33,994","22,934","1,756","1,259","43,769,566",***,"3,471","14,413","3,423","3,876","17,228","10,078","7,150","1,265",335,"3,468","12,041"
4421,2010,"24,894","16,077","1,730","1,201","25,215,924",***,"4,121","10,906","1,945","1,996","12,688","7,716","4,972",992,652,"3,247","7,683"
4422,2010,"8,927","5,384",205,228,"7,581,188",***,"2,300","4,339",528,341,"4,679","2,833","1,846",454,485,"1,129","2,599"
4423,2010,"47,042","31,295","2,549","1,766","59,842,643",***,"3,792","17,520","5,312","6,206","23,546","13,811","9,735","1,357",236,"4,705","16,897"
4424,2010,"5,334","3,279",140,136,"4,638,378",***,"1,265","2,547",251,227,"2,888","1,722","1,166",241,379,748,"1,517"
4444,2010,"7,431","4,495",229,227,"6,112,809",***,"1,994","3,453",383,269,"3,943","2,269","1,674",180,763,"1,258","1,738"
4445,2010,"25,527","14,669",530,704,"21,182,019",***,"6,911","11,299","1,386","1,071","13,041","7,538","5,503",710,"1,840","3,961","5,957"
4501,2010,"17,494","10,590",447,452,"13,740,603",***,"4,474","8,140","1,129",930,"8,998","5,316","3,682",763,"1,134","2,620","4,463"
4505,2010,"25,190","14,968",705,804,"23,938,750",***,"4,531","11,697","2,058","1,995","12,541","7,294","5,247",875,"1,440","2,941","7,220"
4581,2010,"10,051","5,616",235,393,"9,900,795",***,"3,442","4,144",515,508,"5,216","3,077","2,139",283,747,"1,594","2,566"
4606,2010,"17,429","10,031",326,392,"13,803,611",***,"6,613","6,284",964,543,"8,805","5,186","3,619",548,"1,932","2,312","3,999"
5201,2010,"323,600","205,301","9,072","9,834","385,990,082",***,"35,679","119,764","32,757","37,247","156,978","87,937","69,041","9,960","3,066","23,583","114,459"
5202,2010,"59,084","33,180","1,246","1,492","52,335,543",***,"14,724","26,174","4,453","4,151","28,464","15,986","12,478","2,498","2,364","6,560","16,994"
5203,2010,"98,367","56,114","1,961","2,187","84,090,865",***,"24,650","44,630","7,004","6,316","50,804","28,937","21,867","3,408","7,939","12,282","27,145"
5204,2010,"78,946","44,842","1,602","1,968","71,884,814",***,"19,500","34,436","5,894","5,213","38,577","21,651","16,926","2,972","2,892","9,663","22,801"
5206,2010,"32,294","18,512",597,881,"24,412,316",***,"10,348","14,159","2,012","1,487","15,818","9,399","6,419","1,902","2,024","3,138","8,734"
5207,2010,"50,849","28,606",887,"1,230","39,654,863",***,"14,294","22,477","3,192","2,922","25,445","14,677","10,768","1,454","3,207","7,924","12,834"
5209,2010,"34,473","19,123",652,791,"27,381,016",***,"10,046","14,259","2,487","1,837","17,354","9,617","7,737","1,116","2,208","4,387","9,563"
5210,2010,"85,229","50,059","1,428","1,729","77,567,827",***,"21,405","35,835","6,402","5,223","43,399","24,545","18,854","2,672","4,499","13,070","22,660"
5211,2010,"34,442","21,285","1,043",930,"29,414,857",***,"7,165","16,731","2,590","1,873","17,226","9,941","7,285","1,744","1,035","4,243","10,195"
5212,2010,"88,301","50,632","1,736","1,891","76,714,828",***,"23,797","38,980","6,287","5,419","45,464","25,761","19,703","3,115","6,142","11,226","24,856"
5213,2010,"36,387","19,530",731,847,"29,422,140",***,"11,837","14,763","2,516","2,136","17,653","10,015","7,638","1,238","2,046","4,582","9,772"
5214,2010,"27,544","16,208",457,658,"28,123,450",***,"6,936","12,296","1,864","1,633","13,909","7,993","5,916",905,"1,080","5,724","6,125"
5215,2010,"29,568","16,462",535,679,"22,147,863",***,"9,545","12,149","1,981","1,404","14,962","8,370","6,592","1,008","1,883","3,556","8,470"
5303,2010,"6,054","3,235",150,165,"4,880,294",***,"1,963","2,499",406,324,"2,816","1,592","1,224",199,217,864,"1,533"
5327,2010,"2,727","1,299",52,56,"1,914,628",***,"1,162",992,143,85,"1,143",671,472,80,176,290,593
5346,2010,"3,848","1,997",56,85,"2,450,733",***,"1,651","1,389",191,138,"1,851","1,062",789,129,242,499,978
