educ,R1 - R400,r1,R401 - R800,r2,R801 - R1 600,r3,No income,r0,R1 601 - R3 200,r4,R3 201 - R6 400,r5,R6 401 - R12 800,r6,R12 801 - R25 600,r7,R25 601 - R51 200,r8,R51 201 - R102 400,r9,R102 401 - R204 800,r10,R204 801 or more,r11,Total,first,second,third,r_len,year,sex,color,state
Some secondary,1041885561,156.9806128,27804689,4.189324895,93757133,14.12636161,250114796,37.68472798,120634994,18.17604159,709188,0.106853162,61324863,9.239800353,59099,0.00890443,809188,0.121920135,118198,0.01780886,1338407,0.201657417,118198,0.01780886,663703334,8,15,26,13, Total,Male,Coloured,KwaZulu-Natal
Grade 12/Std 10,236396,0.031819362,12320421,1.658352668,20913637,2.815016282,64036904,8.619492027,28832256,3.880877825,133659256,17.99079624,3757012,0.505701134,1643157052,221.1721402,1688085,0.22721953,118198,0.015909681,2289979,0.308235634,236396,0.031819362,742931298,8,15,26,13, Total,Male,Coloured,KwaZulu-Natal
Higher,118198,0.001335674,506105,0.005719142,9017289,0.101898138,122315,0.001382197,27996387,0.316367782,50941999,0.575660253,20719368,0.234135229,37797807,0.427126841,3106461,0.035103964,742501,0.00839049,118198,0.001335674,118198,0.001335674,8849316724,8,15,26,13, Total,Male,Coloured,KwaZulu-Natal
No schooling,63898699,390.929343,106383,0.65084637,109766,0.671543411,1164698,7.125569551,144102,0.881609502,246882,1.510412881,258603,1.582121428,0,0,1,6.12E-06,0,0,0,0,0,0,16345332,8,15,26,7, Total,Male,Coloured,Limpopo
Some primary,2411408,41.00328311,4563671,77.60009672,159222,2.707391177,6102531,103.7666817,1061645,18.05208015,1152263,19.59293741,114501,1.946960829,0,0,123441,2.098975482,106383,1.808923362,0,0,0,0,5881012,8,15,26,7, Total,Male,Coloured,Limpopo
Complete primary,4003628,1576.939256,2411408,949.7995163,212766,83.80375444,106383,41.90187722,25091095,9882.819454,2411408,949.7995163,617205,243.1032038,144102,56.75854517,0,0,0,0,0,0,0,0,253886,8,15,26,7, Total,Male,Coloured,Limpopo
Some secondary,1061645,3.598310167,2411408,8.173159506,522892,1.772275667,932882,3.161884421,1403418,4.75670611,397988,1.348929507,342991,1.162524198,159222,0.539662638,123441,0.418387507,123441,0.418387507,223441,0.757324739,123441,0.418387507,29503988,8,15,26,7, Total,Male,Coloured,Limpopo
Grade 12/Std 10,109784,0.327826606,224285,0.669738672,106383,0.317670862,11955828,35.70136377,10017883,29.91445554,123441,0.368607849,16677868,49.80187339,740646,2.211647095,246882,0.737215698,144102,0.430303775,288204,0.86060755,246882,0.737215698,33488435,8,15,26,7, Total,Male,Coloured,Limpopo
Higher,144102,3.175532914,114501,2.523224481,123441,2.720232602,8189258,180.4642428,144102,3.175532914,8282594,182.5210605,876159,19.30765529,686192,15.12140901,493764,10.88093041,123441,2.720232602,1,2.20E-05,123441,2.720232602,4537884,8,15,26,7, Total,Male,Coloured,Limpopo
No schooling,1178791,6.980424993,3986019,23.60393543,6943994,41.12012161,5095329,30.17291606,1137354,6.735048272,164183,0.972239453,947024,5.60797461,164183,0.972239453,0,0,0,0,0,0,0,0,16887095,8,15,26,10, Total,Male,Coloured,Mpumalanga
Some primary,3986019,9.220715606,2178791,5.040119522,7228621,16.72171118,17391572,40.2313033,4580765,10.59652032,1178791,2.726855183,2820621,6.524841972,328366,0.759597358,1178791,2.726855183,0,0,164183,0.379798679,0,0,43228955,8,15,26,10, Total,Male,Coloured,Mpumalanga
Complete primary,157117,1.872401371,1807228,21.53717411,1178791,14.04793806,8164222,97.29501241,112434,1.33990323,1178791,14.04793806,1807228,21.53717411,164183,1.956608605,1807228,21.53717411,0,0,0,0,0,0,8391203,8,15,26,10, Total,Male,Coloured,Mpumalanga
Some secondary,1178791,1.910240751,342297338,554.6957213,15891272,25.75194022,4946436,8.01574123,10301955,16.69440491,12406824,20.10536287,1178791,1.910240751,4462451,7.231439458,328366,0.532119871,164183,0.266059935,4462451,7.231439458,112434,0.182200245,61709028,8,15,26,10, Total,Male,Coloured,Mpumalanga
Grade 12/Std 10,1178791,0.574464818,7212412,3.514852882,1178791,0.574464818,22883446,11.15187903,36190974,17.63708857,8352961,4.070681077,9387941,4.575061919,328366,0.160023884,7746111,3.774942498,164183,0.080011942,1178791,0.574464818,492549,0.240035826,205198119,8,15,26,10, Total,Male,Coloured,Mpumalanga
Higher,11738466,151.5401212,1,1.29E-05,164183,2.119553928,820915,10.59776964,1137354,14.68290346,3536373,45.65352859,19494896,251.6733365,19671013,253.9469548,492549,6.358661785,75135063,969.9714218,1178791,15.21784286,112434,1.451489657,7746111,8,15,26,10, Total,Male,Coloured,Mpumalanga
No schooling,8239528,12.35439459,799401,1.198626353,5358982,8.035287732,23483752,35.21166974,5015404,7.520124947,115746,0.173550203,134509,0.201683551,2244872,3.365973694,115746,0.173550203,134509,0.201683551,1325224,1.987048314,255674,0.383359033,66693094,8,15,26,10, Total,Male,Coloured,North West
Some primary,10496846,6.738336045,269018,0.172693177,17420384,11.18282591,49051934,31.48835516,134509,0.086346589,382319,0.245425521,134509,0.086346589,134509,0.086346589,134509,0.086346589,0,0,134509,0.086346589,0,0,155778013,8,15,26,10, Total,Male,Coloured,North West
Complete primary,463048,1.054394802,3709938,8.447805285,372006186,847.0858069,33588242,76.48292998,1052795,2.397292668,262126,0.596880435,134509,0.306287016,1325224,3.017633802,134509,0.306287016,0,0,0,0,115746,0.263562267,43915998,8,15,26,10, Total,Male,Coloured,North West
Some secondary,4892362,0.722635921,21919732,3.237696991,39350178,5.812295191,78653174,11.61762127,42245243,6.239916443,9252964,1.366727189,1748617,0.258282902,134509,0.019867916,134509,0.019867916,14005592,2.068723426,134509,0.019867916,134509,0.019867916,677016165,8,15,26,10, Total,Male,Coloured,North West
Grade 12/Std 10,134509,0.058655764,2670314,1.164452243,5005614,2.182813875,21870776,9.537258227,4818734,2.101320524,920355,0.401342106,1182424,0.515623361,1318402,0.574919716,134509,0.058655764,134509,0.058655764,1,4.36E-07,11731064,5.115602055,229319323,8,15,26,10, Total,Male,Coloured,North West
Higher,134509,2.049572255,3670314,55.92617401,403527,6.148716764,134509,2.049572255,3872604,59.00855491,9942022,151.4909221,18692198,284.8211674,807054,12.29743353,638036,9.722032601,134509,2.049572255,134509,2.049572255,134509,2.049572255,6562784,8,15,26,10, Total,Male,Coloured,North West
No schooling,42593308,6.089879857,18114212,2.589922689,176154717,25.18614104,146097449,20.88863142,449254,0.064233163,12910955,1.845974602,1106805,0.158248086,116418,0.016645141,1106805,0.158248086,1106805,0.158248086,1106805,0.158248086,0,0,699411302,8,15,26,13, Total,Male,Coloured,Northern Cape
Some primary,32375368,3.730798646,208852641,24.0672832,184529282,21.26436356,430920306,49.65740912,89364865,10.29802402,17512814,2.018101625,2433335,0.280407096,1106805,0.127543464,116418,0.013415511,116418,0.013415511,1106805,0.127543464,1106805,0.127543464,867786527,8,15,26,13, Total,Male,Coloured,Northern Cape
Complete primary,20216665,4.905181706,8663031,2.101916472,82649839,20.05338063,297161192,72.10040047,45446329,11.0266704,28947634,7.023582016,8561618,2.077310574,2683343,0.651061142,232836,0.05649314,116418,0.02824657,116418,0.02824657,1106805,0.268544769,412149156,8,15,26,13, Total,Male,Coloured,Northern Cape
Some secondary,28907367,1.10282842,80402847,3.067403017,288591898,11.0099044,435271352,16.60578833,255775904,9.757960184,227165329,8.666454505,95347625,3.637552693,58209,0.002220698,12290126,0.468873566,1106805,0.042225084,2270985,0.08663905,116418,0.004441397,2621202579,8,15,26,13, Total,Male,Coloured,Northern Cape
Grade 12/Std 10,1106805,0.057887017,10075995,0.526984697,243673904,12.74439084,37699763,1.971735612,240372745,12.57173689,135883929,7.106866477,63638229,3.328343533,5758402,0.30117023,5763525,0.301438168,2106805,0.110188025,116418,0.006088779,27718765,1.449719354,1912009033,8,15,26,13, Total,Male,Coloured,Northern Cape
Higher,1576538,0.586772426,1106805,0.411942278,14845635,5.52540393,1583952,0.589531846,3435165,1.27853569,31894502,11.87082982,232836,0.086659341,61506608,22.89217359,1269123,0.472355491,4599345,1.711832396,116418,0.043329671,1,3.72E-07,268679633,8,15,26,13, Total,Male,Coloured,Northern Cape
No schooling,55464322,9.480795498,1117241,0.190975623,50567326,8.643727344,334485357,57.17526425,200126188,34.20857578,973581,0.166419097,4593358,0.785165784,1144944,0.195711036,192466,0.032899181,118296,0.02022093,118296,0.02022093,118296,0.02022093,585017597,8,15,26,12, Total,Male,Coloured,Western Cape
Some primary,254311906,8.036095473,58336572,1.843398799,1210389441,38.24754122,107421009,3.394435981,1048022107,33.1168361,24663324,0.779345448,44505414,1.406342949,12936528,0.408786107,4252564,0.134378334,118296,0.003738079,1113719,0.035192816,118296,0.003738079,3164620267,8,15,26,12, Total,Male,Coloured,Western Cape
Complete primary,34280004,1.369441404,46250062,1.847629593,71544237,2.85809886,1270438612,50.75236387,441440814,17.63498418,207002822,8.269492477,23833281,0.952108459,5876784,0.234769848,118296,0.004725771,1144944,0.045739018,35721572,1.427030163,1,3.99E-08,2503210718,8,15,26,12, Total,Male,Coloured,Western Cape
Some secondary,560954209,4.688730112,1334693115,11.15601897,1116290902,9.330506273,13068103611,109.2296125,3906120596,32.6492697,286476592,2.394511712,70790544,0.59170205,97566177,0.815505909,30515252,0.255061427,310762,0.002597501,5838768,0.048803284,6085027,0.050861637,11963883517,8,15,26,12, Total,Male,Coloured,Western Cape
Grade 12/Std 10,342472561,35.17182222,685321089,70.38225614,1931173238,198.3308724,132782752,13.63674606,3094942527,317.8496053,2514106883,258.1979709,36521495147,3750.745843,226217691,23.23248434,111396471,11.44038186,25376137,2.606121135,573184,0.058865813,214208133,21.99910659,973712874,8,15,26,12, Total,Male,Coloured,Western Cape
Higher,236592,0.010245285,23816808,1.031353462,90364249,3.913097045,1020570188,44.1943604,56798166,2.459564906,535725933,23.19886004,724158336,31.35866093,24583168,1.064539606,173854766,7.528536769,7028519,0.304360156,334898,0.014502288,5876784,0.254485888,2309276973,8,15,26,12, Total,Male,Coloured,Western Cape
No schooling,2331268,16.85991994,112459,0.813312642,184476,1.334145448,4729148,34.20158328,1206678,8.726793516,1206678,8.726793516,1170042,8.461838982,112459,0.813312642,239788,1.734166334,112459,0.813312642,0,0,112459,0.813312642,13827278,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
Some primary,1,6.94E-06,2129777,14.77351222,4598828,31.90044857,3604558,25.0035481,2331268,16.17118425,112459,0.780088437,1206678,8.370299884,119894,0.831662411,212459,1.473753183,112459,0.780088437,0,0,0,0,14416186,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
Complete primary,119894,1.730048184,1,1.44E-05,112459,1.622762513,2331268,33.63976487,1,1.44E-05,3530208,50.94024672,2331268,33.63976487,1206678,17.41213975,112459,1.622762513,112459,1.622762513,0,0,0,0,6930096,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
Some secondary,4662536,3.360321522,12824328,9.242580729,3455858,2.49066045,1403208,1.011301584,4764986,3.434157936,224918,0.162099938,224918,0.162099938,6705038,4.832366655,112459,0.081049969,119894,0.086408424,119894,0.086408424,112459,0.081049969,138752675,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
Grade 12/Std 10,557271,0.482707442,12410076,10.74959228,4413356,3.822843438,22762174,19.7165666,3331268,2.885540168,22774734,19.72744606,17197202,14.89619483,13659256,11.83163044,674754,0.58447107,112459,0.097411845,112459,0.097411845,1206678,1.045222972,115446946,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
Higher,1206678,0.87375797,224918,0.162863577,2413356,1.747515939,684999,0.496009155,339215,0.245626265,24889822,18.02277023,895984247,648.7839974,26984328,19.53940624,8954218,6.483767284,4580448,3.31671162,112459,0.081431788,3259954,2.360539256,138102088,8,15,33,12, Total,Male,Indian or Asian,Eastern Cape
No schooling,119654,10.16700003,119654,10.16700003,1,8.50E-05,2145806,182.3291296,119654,10.16700003,239308,20.33400006,20678696,1757.068739,119654,10.16700003,119654,10.16700003,22542,1.915393674,0,0,108572,9.225362524,1176886,8,15,33,10, Total,Male,Indian or Asian,Free State
Some primary,17932228,263.7087699,19682408,289.4466657,358962,5.278843626,11271,0.165749708,119654,1.759614542,108572,1.596644241,1145806,16.8500585,11271,0.165749708,119654,1.759614542,119654,1.759614542,119654,1.759614542,0,0,6800012,8,15,33,10, Total,Male,Indian or Asian,Free State
Complete primary,119654,89.00244721,119654,89.00244721,11271,8.383727936,104008,77.36445525,1,0.000743832,239308,178.0048944,11271,8.383727936,119654,89.00244721,119654,89.00244721,0,0,0,0,0,0,134439,8,15,33,10, Total,Male,Indian or Asian,Free State
Some secondary,119654,1.220220577,108572,1.107207352,1619297,16.51344309,9274312,94.57858774,2145806,21.88273384,8654206,88.25480332,358962,3.66066173,108572,1.107207352,119654,1.220220577,119654,1.220220577,108572,1.107207352,232364,2.369626875,9805932,8,15,33,10, Total,Male,Indian or Asian,Free State
Grade 12/Std 10,348349,0.511083044,957232,1.404410647,11271,0.016536339,2272906,3.334712364,2,2.93E-06,28582406,41.93490742,15307746,22.45888297,5538886,8.126421254,358962,0.526653993,14693558,21.55777209,1145806,1.681078511,119654,0.175551331,68158982,8,15,33,10, Total,Male,Indian or Asian,Free State
Higher,1,2.48E-05,239308,5.931130305,108572,2.690903269,4145806,102.7517492,1057232,26.20297171,219654,5.444015645,6976304,172.9042409,67626,1.67607693,11271,0.279346155,11271,0.279346155,2231526,55.30726714,119654,2.965565152,4034779,8,15,33,10, Total,Male,Indian or Asian,Free State
No schooling,129801,0.285323748,2110055,4.638244698,14199668,31.21318393,17654466,38.80739285,4678617,10.28436249,3839114,8.43899811,259602,0.570647495,1413956,3.108105675,389403,0.855971243,1413956,3.108105675,1413956,3.108105675,259602,0.570647495,45492533,8,15,33,7, Total,Male,Indian or Asian,Gauteng
Some primary,1352902,2.436073468,765077,1.377619207,5109666,9.200608598,23117058,41.62522611,12433908,22.38884515,11847864,21.33359781,324581366,584.4503548,519204,0.934893354,129801,0.233723339,129801,0.233723339,129801,0.233723339,9014024,16.23090564,55536174,8,15,33,7, Total,Male,Indian or Asian,Gauteng
Complete primary,2541104,4.367441593,3866154,6.644829092,6654726,11.43759843,9505266,16.3368733,7407676,12.73170727,306707,0.527142891,5307986,9.122931935,6721942,11.55312379,389403,0.669274008,519204,0.892365344,129801,0.223091336,1270552,2.183720797,58182896,8,15,33,7, Total,Male,Indian or Asian,Gauteng
Some secondary,12145874,1.372847391,18415178,2.081466437,28919147,3.268729407,223336957,25.24376251,101629696,11.48719829,164982464,18.64795776,8933935,1.009802124,519204,0.058685596,25010028,2.826881927,878806,0.099331388,2435486,0.275282833,129801,0.014671399,884721352,8,15,33,7, Total,Male,Indian or Asian,Gauteng
Grade 12/Std 10,7644238,0.502312715,2634664,0.173127162,69116558,4.54173796,95673316,6.286816699,44097178,2.897682307,364356601,23.94234108,44954686,2.954030261,308393034,20.26490308,130414268,8.569689357,31202068,2.050328037,10847864,0.712827102,359602,0.02362991,1521808581,8,15,33,7, Total,Male,Indian or Asian,Gauteng
Higher,519204,1.408897794,22529184,61.13457839,12599716,34.19024522,53889526,146.2331459,12925184,35.07342629,23017368,62.45930116,246605181,669.1810839,500345763,1357.724597,455071295,1234.869037,2076816,5.635591176,19634826,53.28052757,1687413,4.57891783,36851786,8,15,33,7, Total,Male,Indian or Asian,Gauteng
No schooling,9058116,5.872985027,3548577,2.300780823,44059751,28.56689602,2995393834,1942.11502,45730506,29.65015871,14815754,9.606048477,13388489,8.68065671,6912459,4.481811473,224774,0.145736082,112387,0.072868041,3428399,2.222861354,1180659,0.765500533,154233596,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
Some primary,1382246,0.307999838,66976205,14.92401518,18022225,4.015813668,127386803,28.38504483,68680931,15.30387183,20133995,4.486370152,6729509,1.499507093,7980668,1.778297387,6899289,1.537338429,112387,0.025042704,1180659,0.263081087,3072188,0.684562231,448781405,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
Complete primary,4727218,3.410805851,13811403,9.965272209,75767648,54.66825036,95927763,69.21427683,84005185,60.61183904,20683972,14.92400239,4543929,3.27855826,4665847,3.366525142,112387,0.081090027,112387,0.081090027,112387,0.081090027,1180659,0.851874956,138595341,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
Some secondary,68050198,1.897485392,193425665,5.393406405,531431806,14.81823886,912567027,25.4456659,883344268,24.63082979,454487228,12.67274602,251202654,7.004437611,55568867,1.549460787,5491788,0.153130892,10171619,0.283621489,224218,0.006252008,1180659,0.032921039,3586335805,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
Grade 12/Std 10,6585603,0.114429534,85344446,1.482920429,263788632,4.583515033,456321214,7.928905535,1652767853,28.71801656,264798411,4.601060661,196168599,3.408568883,160958221,2.79676353,110930721,1.927500149,24952296,0.433563884,354885,0.006166379,8273777,0.143762758,5755160179,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
Higher,2304529,0.109876775,1180659,0.056292198,68825119,3.281487081,89004212,4.243598501,97852336,4.665464893,461512654,22.00428904,2301749,0.109744229,488508772,23.29142684,184856407,8.81369942,56404785,2.689302626,13501195,0.643718422,20343238,0.969937628,2097375894,8,15,33,13, Total,Male,Indian or Asian,KwaZulu-Natal
No schooling,223441,27.39983543,1152263,141.2982245,442973,54.32032305,3709587,454.8944613,1377517,168.9203822,432306,53.0122639,144102,17.67075463,123441,15.13716411,114501,14.04088129,1377517,168.9203822,109766,13.46024381,0,0,815483,8,15,33,7, Total,Male,Indian or Asian,Limpopo
Some primary,1377517,6.98207163,1,5.07E-06,417825,2.117784447,3743237,18.97294107,2475177,12.54566231,51493138,260.9977067,258603,1.310753094,123441,0.625672064,109766,0.556359068,2522527,12.78566014,123441,0.625672064,0,0,19729345,8,15,33,7, Total,Male,Indian or Asian,Limpopo
Complete primary,109766,103.1800194,1377517,1294.865721,106383,100,114501,107.6309185,273723,257.2995685,209766,197.1800006,123441,116.0345168,123441,116.0345168,550206,517.1935366,0,0,0,0,123441,116.0345168,106383,8,15,33,7, Total,Male,Indian or Asian,Limpopo
Some secondary,123441,0.105256266,319149,0.272133504,11594631,9.88656572,6571713,5.603599844,123441,0.105256266,3846337,3.27971313,13923681,11.87251127,370323,0.315768797,114501,0.097633263,144102,0.122873586,1377517,1.17458782,1377517,1.17458782,117276629,8,15,33,7, Total,Male,Indian or Asian,Limpopo
Grade 12/Std 10,458004,4.820027735,212766,2.239146429,123441,1.29909137,15774991,166.0157862,28708427,302.127087,9412878,99.06099734,19983771,210.3089285,5366961,56.48182302,6117351,64.37891696,1377517,14.49696978,123441,1.29909137,1377517,14.49696978,9502103,8,15,33,7, Total,Male,Indian or Asian,Limpopo
Higher,1152263,4.740491806,2522527,10.37785521,6279445,25.83408264,5475323,22.52586763,10072104,41.43735109,11167851,45.94533206,12193492,50.16489197,370323,1.523535119,7378987,30.35767651,353265,1.453357296,246882,1.015690079,2611927,10.74565315,24306824,8,15,33,7, Total,Male,Indian or Asian,Limpopo
No schooling,285358,0.976688885,285358,0.976688885,3386034,11.58930807,3370524,11.53622232,4408,0.01508717,2673863,9.151775217,264183,0.904213653,121175,0.414743149,164183,0.561945736,121175,0.414743149,0,0,0,0,29216878,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
Some primary,6844514,79.59336011,328366,3.818496578,4315693,50.18625238,328366,3.818496578,224868,2.614940915,2673863,31.0937695,1032033,12.00128661,164183,1.909248289,164183,1.909248289,1,1.16E-05,0,0,0,0,8599353,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
Complete primary,164183,2.861363394,164183,2.861363394,112434,1.959487474,164183,2.861363394,164183,2.861363394,264183,4.604152474,1807228,31.49617223,804325,14.01768826,164183,2.861363394,164183,2.861363394,0,0,0,0,5737929,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
Some secondary,2673863,5.211826376,164183,0.320021366,14649183,28.55381833,7411792,14.44687818,8793837,17.14072547,11085655,21.60787936,9631386,18.77325487,428366,0.834960212,4449058,8.671991734,164183,0.320021366,1032033,2.011612716,1,1.95E-06,51303762,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
Grade 12/Std 10,9156218,12.64315659,14836556,20.48672288,12851825,17.74615195,656732,0.906833532,982586265,1356.782026,8451123,11.6695421,16948343,23.4027362,656732,0.906833532,328366,0.453416766,164183,0.226708383,328366,0.453416766,164183,0.226708383,72420348,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
Higher,328366,0.545724054,1032033,1.715175241,6559476,10.90144484,1032033,1.715175241,2673863,4.443795513,164183,0.272862027,5957523,9.901036057,24032734,39.94092274,328366,0.545724054,1313464,2.182896218,2243783,3.729029059,1032033,1.715175241,60170703,8,15,33,10, Total,Male,Indian or Asian,Mpumalanga
No schooling,1128379,12.4737123,510468,5.642989608,88718733,980.7449014,382851,4.232242206,1182424,13.07115499,134509,1.486935301,134509,1.486935301,255234,2.821494804,1,1.11E-05,127617,1.410747402,0,0,1244872,13.76148898,9046056,8,15,33,10, Total,Male,Indian or Asian,North West
Some primary,269018,4.444397452,389743,6.438873221,115746,1.912218615,115746,1.912218615,524252,8.661071947,269018,4.444397452,134509,2.222198726,134509,2.222198726,134509,2.222198726,134509,2.222198726,0,0,0,0,6052969,8,15,33,10, Total,Male,Indian or Asian,North West
Complete primary,2482684,12.39799627,127617,0.637292177,2670314,13.33498062,134509,0.67170936,384764,1.921429645,134509,0.67170936,127617,0.637292177,134509,0.67170936,1182424,5.904774166,1,4.99E-06,0,0,0,0,20024881,8,15,33,10, Total,Male,Indian or Asian,North West
Some secondary,396635,0.468948151,24781,0.029298988,28184795,33.32335143,11598396,13.7129763,36913566,43.64352241,4147332,4.903459533,269018,0.318064451,269018,0.318064451,234509,0.277263887,127617,0.150883699,1457152,1.722815021,2527514,2.988321798,84579713,8,15,33,10, Total,Male,Indian or Asian,North West
Grade 12/Std 10,389743,0.514925144,7532614,9.952025686,4439258,5.865109993,3827774,5.057222522,6054598,7.999283491,24741492,32.68824925,22790621,30.11077504,11943144,15.77918049,134509,0.177712149,134509,0.177712149,134509,0.177712149,262126,0.346318647,75689254,8,15,33,10, Total,Male,Indian or Asian,North West
Higher,134509,0.36484199,2325224,6.30693375,9531828,25.85411458,134509,0.36484199,5055028,13.71124963,18123642,49.15853673,11014758,29.87641147,15653082,42.45739385,638036,1.730607796,1244872,3.376588764,1457152,3.952376686,134509,0.36484199,36867741,8,15,33,10, Total,Male,Indian or Asian,North West
No schooling,139961,15.27254911,139961,15.27254911,387096,42.23992877,124163,13.54867081,247135,26.96737966,279922,30.54509822,124163,13.54867081,107174,11.69483055,0,0,0,0,0,0,0,0,916422,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
Some primary,1,4.67E-05,1576538,73.57054225,132653,6.190369748,496652,23.17670551,139961,6.531404041,19062736,889.579461,247135,11.53277368,139961,6.531404041,139961,6.531404041,0,0,0,0,0,0,2142893,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
Complete primary,124163,0.910041467,11348164,83.17534058,279922,2.051662955,107174,0.78552213,242096,1.774420713,279922,2.051662955,107174,0.78552213,107174,0.78552213,0,0,0,0,0,0,0,0,13643664,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
Some secondary,1001794,2.128129184,776461,1.649450201,5696719,12.10164361,141523,0.300639879,44078,0.093635696,124163,0.263761715,4625566,9.826173843,107174,0.227671674,124163,0.263761715,1071153,2.275469767,0,0,0,0,47073928,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
Grade 12/Std 10,107174,0.732309546,109443,0.747813403,1242482,8.489758982,1071153,7.319084544,1329131,9.081823193,3383936,23.12210644,699805,4.781699682,372489,2.545181204,124163,0.848393735,559844,3.825359746,139961,0.956339936,139961,0.956339936,14635068,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
Higher,139961,5.160916111,109443,4.035596645,49427,1.822569149,248326,9.156762629,124163,4.578381314,3661284,135.0060344,132653,4.891441222,457769,16.87975513,53244765,1963.345257,109443,4.035596645,124163,4.578381314,124163,4.578381314,2711941,8,15,33,13, Total,Male,Indian or Asian,Northern Cape
No schooling,25323,4.332658075,3341157,571.6578153,121178,20.7330427,2219064,379.6724543,126615,21.66329038,121178,20.7330427,121178,20.7330427,1357041,232.183969,121178,20.7330427,121178,20.7330427,0,0,0,0,584468,8,15,33,12, Total,Male,Indian or Asian,Western Cape
Some primary,2485214,13.60150826,4750508,25.99940038,3704278,20.2734122,13741214,75.20528847,4865083,26.62646622,242356,1.326407761,2485214,13.60150826,1219064,6.671903937,242356,1.326407761,363534,1.989611641,121178,0.66320388,242356,1.326407761,18271606,8,15,33,12, Total,Male,Indian or Asian,Western Cape
Complete primary,25323,0.137324208,4867347,26.39515739,8384399,45.4677941,11207006,60.77452198,2113719,11.46249603,126615,0.686621039,1113719,6.039591649,2325499,12.61095872,1219064,6.610867511,0,0,0,0,126615,0.686621039,18440303,8,15,33,12, Total,Male,Indian or Asian,Western Cape
Some secondary,242356,0.150222873,10518279,6.519690412,10400057,6.446411234,23198526,14.37946336,39225183,24.31348793,16515726,10.23717097,126615,0.078481527,11128344,6.897835442,363534,0.225334309,1219064,0.755629307,1219064,0.755629307,242356,0.150222873,161330958,8,15,33,12, Total,Male,Indian or Asian,Western Cape
Grade 12/Std 10,13550962,6.565898473,4454876,2.158537787,1173284,0.5684957,17572676,8.51455465,83815573,40.61147413,3439218,1.666417204,50165516,24.30688573,20101581,9.73989448,363534,0.176144493,1113719,0.539634447,121178,0.058714831,121178,0.058714831,206383971,8,15,33,12, Total,Male,Indian or Asian,Western Cape
Higher,226615,0.066054089,121178,0.03532115,25323,0.007381187,12146936,3.540607626,1219064,0.355334653,8090216,2.358148628,12661186,3.690502008,4751364,1.384934901,49637356,14.46837303,121178,0.03532115,25323,0.007381187,526615,0.153498552,343074898,8,15,33,12, Total,Male,Indian or Asian,Western Cape
No schooling,2193485,13.68514237,2206678,13.76745343,5542918,34.58223875,13226875,82.52240953,216812,1.352689026,4997556,31.17972786,108406,0.676344513,1206678,7.528458241,108406,0.676344513,1206678,7.528458241,108406,0.676344513,1206678,7.528458241,16028222,8,15,23,12, Total,Male,White,Eastern Cape
Some primary,1206678,4.194123872,2413356,8.388247744,20703268,71.9596036,16339419,56.7919091,2290738,7.962056929,4458858,15.49792304,108406,0.376793306,108406,0.376793306,1206678,4.194123872,1019388,3.543148666,433624,1.507173223,108406,0.376793306,28770681,8,15,23,12, Total,Male,White,Eastern Cape
Complete primary,13553519,51.08273692,603339,2.273963493,6581476,24.80535181,1206678,4.547926986,5640386,21.25841666,501288,1.88933686,1206678,4.547926986,108406,0.408578405,1206678,4.547926986,1206678,4.547926986,1206678,4.547926986,0,0,26532484,8,15,23,12, Total,Male,White,Eastern Cape
Some secondary,13685733,2.033345088,35989056,5.347040619,102279293,15.1960511,150374489,22.34175025,164549417,24.44777703,223816661,33.25335284,114561181,17.02082122,45961262,6.828651877,17098716,2.540425872,5542918,0.823533901,509694,0.075727313,442896,0.065802862,673064945,8,15,23,12, Total,Male,White,Eastern Cape
Grade 12/Std 10,17505408,1.138529065,36347742,2.364010066,85629354,5.569222287,451303162,29.35217318,285736517,18.58393301,263553796,17.14119757,28680532,1.865344658,200007091,13.00820217,6206365,0.403653942,17775636,1.156104344,5219558,0.339473293,1044184,0.067912375,1537545991,8,15,23,12, Total,Male,White,Eastern Cape
Higher,4497416,0.348645092,1339117,0.103809959,20764625,1.609698678,5254685,0.407349495,53305383,4.132297335,165513295,12.83078949,321559528,24.92768096,276308798,21.41979,235667863,18.26925589,69437922,5.382911141,18473514,1.432089001,2706787,0.20983338,1289969687,8,15,23,12, Total,Male,White,Eastern Cape
